"id","SalePrice"
1461,135059.509107799
1462,160129.233718341
1463,175516.524816292
1464,188177.386639675
1465,190802.739448448
1466,176509.006935976
1467,178200.650160383
1468,170916.484474381
1469,185828.803968183
1470,106817.255607578
1471,199444.975784015
1472,90762.0746568676
1473,97139.9804249362
1474,149817.337698986
1475,127394.007952247
1476,355939.178498399
1477,242617.358610912
1478,287210.423446306
1479,237994.707409299
1480,500049.092648936
1481,325573.020954245
1482,205016.978267373
1483,177296.492696779
1484,164220.531247291
1485,175088.086278137
1486,197632.770759029
1487,326298.600467349
1488,239519.64124489
1489,197650.955568393
1490,193764.840341048
1491,186665.002373239
1492,103656.3235218
1493,183937.812552315
1494,295489.954013121
1495,297077.787862611
1496,224012.715015622
1497,192103.144227551
1498,155626.786998172
1499,153106.39840974
1500,157792.105790974
1501,173089.391043757
1502,156796.603875755
1503,252484.383162588
1504,224317.989058647
1505,218864.615271231
1506,182773.361523109
1507,227325.410465909
1508,192440.941770391
1509,159589.980366683
1510,144497.992734039
1511,146399.92448801
1512,165145.249913038
1513,147614.034884251
1514,169512.850510877
1515,213945.515953018
1516,145811.558922308
1517,159408.387133844
1518,135186.857131101
1519,219360.486316713
1520,134412.763797214
1521,139521.269033672
1522,157267.427061279
1523,111037.378180617
1524,124527.157723234
1525,130003.627290163
1526,132561.89672079
1527,105741.999985231
1528,139180.176197096
1529,141015.227092964
1530,168302.676168665
1531,117204.625479961
1532,108859.607779434
1533,141673.846104325
1534,123092.216308964
1535,151569.322345858
1536,125174.403110543
1537,60103.5989558788
1538,165159.901584842
1539,180651.22441207
1540,107642.81456855
1541,144245.824224064
1542,140428.147677995
1543,226605.570982847
1544,80488.0711074484
1545,113187.284276282
1546,122232.840271232
1547,128697.040959266
1548,132090.186187159
1549,115050.357634739
1550,125633.848412008
1551,114964.273615129
1552,129414.506186147
1553,146299.45860346
1554,119530.45208487
1555,162028.129896118
1556,78760.3626107015
1557,119398.412747644
1558,94220.1452123769
1559,73589.0744259907
1560,138194.750812525
1561,128727.65587659
1562,129850.780083238
1563,97968.2133282916
1564,156721.230086028
1565,150424.697834189
1566,224759.291553206
1567,77165.9513327003
1568,208056.301106093
1569,121555.024897895
1570,138744.965203304
1571,116374.979654957
1572,147308.10763297
1573,236396.916121561
1574,95852.1985858887
1575,201190.272666213
1576,223355.763929217
1577,195460.704785843
1578,150534.976520883
1579,137271.617901651
1580,190793.615020253
1581,151168.719072655
1582,128298.657551948
1583,332994.073554825
1584,232656.9553995
1585,140668.64044407
1586,71917.7922220598
1587,102758.260230438
1588,147731.048810962
1589,109736.272697915
1590,130524.721946979
1591,101527.127278776
1592,131469.742997349
1593,108329.57239321
1594,149792.0864721
1595,95744.6814083026
1596,240401.556501144
1597,182267.671208438
1598,187466.838430718
1599,172680.684750096
1600,173530.336685562
1601,64379.6086589429
1602,110989.245610048
1603,85635.7465890448
1604,283485.378567086
1605,244863.87110388
1606,168009.491898793
1607,175783.989038526
1608,211007.84394273
1609,188858.650454979
1610,158065.624788363
1611,136425.794673486
1612,170017.204144602
1613,154636.157453067
1614,120700.520034766
1615,92788.2074610095
1616,79518.0558442226
1617,96606.0792089121
1618,125167.759671429
1619,144333.09610826
1620,138133.774724186
1621,138557.786978867
1622,144760.127643962
1623,290759.062878495
1624,212371.06432109
1625,127631.9699459
1626,164177.217641605
1627,183231.852927094
1628,267805.844826205
1629,173895.225382666
1630,362769.666574391
1631,209417.317035788
1632,238649.388248031
1633,171475.826287264
1634,180232.780066703
1635,178452.408638179
1636,149658.184804662
1637,180102.386042075
1638,201855.510302179
1639,184968.945444855
1640,264488.93203374
1641,172075.900980692
1642,220788.210585607
1643,228252.846179205
1644,224732.044180853
1645,189603.418141271
1646,156313.779989368
1647,156448.034145935
1648,127516.727896414
1649,139421.355694773
1650,113437.259944622
1651,123107.50720577
1652,93703.7708910495
1653,109163.291341066
1654,146365.770152103
1655,149735.672817245
1656,148052.877065857
1657,150167.761713212
1658,148208.761105385
1659,136392.829360959
1660,148156.0031877
1661,459111.92799299
1662,404932.133752255
1663,367458.355831993
1664,458631.460838095
1665,296880.301435919
1666,322978.876480204
1667,364440.465802375
1668,319495.162232748
1669,292780.733109942
1670,333115.368075257
1671,245305.686177099
1672,480598.11689062
1673,291836.6499555
1674,249237.619501114
1675,185795.37814649
1676,189360.05086106
1677,217850.794809467
1678,500203.205225126
1679,380327.799398691
1680,316883.923275788
1681,247650.225928911
1682,289865.123616899
1683,185999.390400781
1684,170695.253535075
1685,172804.98182744
1686,166845.569162836
1687,168048.196411605
