"id","SalePrice"
1461,121104.972532334
1462,159772.167520248
1463,176261.51636583
1464,197578.378538876
1465,192339.263635989
1466,173201.672879193
1467,179351.138364292
1468,166614.760538553
1469,183302.500292983
1470,125923.501650563
1471,187014.617227993
1472,103175.383294552
1473,101417.612122799
1474,147809.339810557
1475,119752.19184641
1476,349642.885871788
1477,250028.434477542
1478,274885.878119175
1479,272909.405150024
1480,453887.640023018
1481,321819.570411348
1482,214451.033773165
1483,178108.03858102
1484,166585.886521501
1485,190224.11948014
1486,200364.159759592
1487,333119.299529874
1488,237260.969118333
1489,192220.867448625
1490,218183.630588842
1491,198720.58995249
1492,99917.841970576
1493,189045.944992887
1494,312718.862403335
1495,288056.186540086
1496,225433.120557432
1497,195041.060661781
1498,174908.863794575
1499,166686.271459788
1500,163957.653653628
1501,173835.428883769
1502,155661.936396053
1503,262324.741883696
1504,242378.471077923
1505,219880.500001868
1506,187984.607293978
1507,237361.582010701
1508,201617.900871557
1509,158200.491936536
1510,143418.623031048
1511,153379.273375444
1512,168909.81536107
1513,145662.568000731
1514,153713.934654179
1515,199771.907700689
1516,161228.366208384
1517,173273.376617083
1518,135561.77117211
1519,207774.763814619
1520,131517.177861868
1521,129296.777240793
1522,169824.476119536
1523,114735.613251482
1524,119343.587084274
1525,123329.229103282
1526,115216.676904396
1527,114640.79734438
1528,144179.75357536
1529,142739.003423322
1530,187695.168123084
1531,114907.184310911
1532,96340.3645541539
1533,141133.744829077
1534,124622.887314279
1535,148564.43398638
1536,109891.949128148
1537,79592.9428934339
1538,175613.061607227
1539,197848.041823985
1540,79669.097152613
1541,137685.219767762
1542,126191.904437583
1543,196288.901100197
1544,89654.1310733262
1545,117197.317550283
1546,136098.651775062
1547,126324.331799627
1548,131507.4608265
1549,123418.780361393
1550,128203.108772035
1551,110070.065786798
1552,131499.744303584
1553,142997.593171239
1554,128055.28229497
1555,162227.832244002
1556,91156.5604732758
1557,95471.9181483419
1558,105437.216775121
1559,68044.6039322529
1560,132817.14902145
1561,116116.586856966
1562,134668.32776905
1563,120076.940421442
1564,160767.849066343
1565,147594.851622516
1566,250155.765687087
1567,87962.2740331666
1568,242996.454391176
1569,131397.574152535
1570,145726.031864237
1571,121548.284637594
1572,142121.89509604
1573,249278.686970061
1574,121203.943053129
1575,227015.117209544
1576,257236.995187426
1577,177892.438838353
1578,155245.353164661
1579,148879.032112192
1580,193379.92056111
1581,160130.899744548
1582,126614.016978869
1583,290552.803448941
1584,229021.283159619
1585,146153.772121202
1586,83125.549229218
1587,110480.649433142
1588,151165.815856476
1589,96401.2095399271
1590,132172.038933183
1591,93990.4428500499
1592,119744.326672139
1593,124794.766674336
1594,116942.707311569
1595,104804.188417762
1596,234660.184407687
1597,193284.619398373
1598,218619.702942573
1599,169395.942541147
1600,157976.51655668
1601,76951.2529995958
1602,112163.044539023
1603,74575.3602936747
1604,250006.873858245
1605,239441.38271229
1606,167959.552159598
1607,184396.253253027
1608,215215.251461819
1609,184682.958752238
1610,153922.39792233
1611,140102.034508599
1612,169441.01550101
1613,167104.376655129
1614,122882.320340143
1615,89477.2762471657
1616,82976.8213590507
1617,96750.5597128037
1618,130523.591788932
1619,146378.969401436
1620,152332.881972351
1621,136780.256728726
1622,146374.475430406
1623,265849.360202724
1624,217227.208827336
1625,121361.597899975
1626,170410.787146124
1627,186515.878087603
1628,282677.121244497
1629,176751.905200641
1630,344899.020319651
1631,217222.4685467
1632,239884.220276719
1633,176585.938291335
1634,184503.449025152
1635,175757.301111796
1636,157432.512606333
1637,186810.103532312
1638,206421.624894653
1639,187734.084097037
1640,254756.327176547
1641,178438.083508333
1642,234120.011944149
1643,231850.454906407
1644,234722.427836934
1645,195523.206400367
1646,161425.889175897
1647,153971.067478824
1648,130027.992333214
1649,142012.187373952
1650,118034.445692593
1651,124409.996628584
1652,105340.397651205
1653,108480.602287916
1654,142527.506268275
1655,140393.898555858
1656,142680.59919541
1657,145094.197426522
1658,150017.855912646
1659,123371.766962952
1660,162706.574133836
1661,406000.650431449
1662,365589.855024635
1663,356453.49073889
1664,451684.419321889
1665,298081.38042501
1666,319265.904884346
1667,330162.950824083
1668,323630.749581211
1669,291734.581292979
1670,325847.705332643
1671,263653.95203695
1672,407402.091874734
1673,302728.973422986
1674,252109.580466292
1675,202004.813177577
1676,203202.013164153
1677,218338.670457775
1678,444593.408610686
1679,363017.105589974
1680,315048.78162032
1681,242730.833638949
1682,302679.162321149
1683,195551.669895051
1684,188288.752338002
1685,181580.403165271
1686,176266.049636223
1687,179042.152199933
